ID,PAGE,TYPE,ITALIAN,MALAY,NIAS,TOBA_BATAK,ENGGANO,MALAY_1,NIAS_1,TOBA_BATAK_1,ENGGANO_1,NIAS_1_rm,TOBA_BATAK_1_sem,TOBA_BATAK_1_rm,ENGGANO_1_sem,ENGGANO_1_rm,REMARK,TOBA_BATAK_SOURCE,nias_TOKEN,nias_TRANSLITERATED,nias_COMMON,toba_batak_TOKEN,toba_batak_TRANSLITERATED,toba_batak_COMMON,ENO_TOKEN,ENO_TRANSLITERATED,ENO_COMMON
450,276,word,Prendere in sроsа,Cawín,Fangowálu,Mambuwát,Mana cahoda pahona,Cawín,Fangowálu,Mambuwát,Mana cahoda pahona,,,,,,,,f a n g o w á l u,f a n j o w a l u,fanjowalu,m a m b u w á t,m a m b u w a t,mambuwat,m a n a # c a h o d a # p a h o n a,m a n a # k a h o d a # p a h o n a,mana kahoda pahona
451,276,word,Precipitare,Menergiumcán,Alau,Mordobóm,Capuuda,Menergiumcán,Alau,Mordobóm,Capuuda,,,,,,,,a l au,a l a:u,ala:u,m o r d o b ó m,m o r d o b o m,mordobom,c a p u u d a,k a p u u d a,kapuuda
452,276,word,Prima,Dulú,Me f<i>o</i>na,Na sa ingán,Cahanua,Dulú,Me fona,Na sa ingán,Cahanua,,,,,,,J. S. A. Van Dissel,m e # f o n a,m e # f o n a,me fona,n a # s a # i n g á n,n a # s a # i n j a n,na sa injan,c a h a n u a,k a h a n u a,kahanua
453,276,word,Primo genito,Solo<i>ng</i>,Ono siaa,,Moa,Solong,Ono siaa,,Moa,,,,,,,,o n o # s i a a,o n o # s i a a,ono siaa,,⁇,⁇,m o a,m o a,moa
454,276,word,Promontorio,Udgiu<i>ng</i>,,Udgiu<i>ng</i>,Curu,Udgiung,,Udgiung,Curu,,,,,,,J. S. A. Van Dissel,,⁇,⁇,u d gi u n g,u d c u n j,udcunj,c u r u,k u r u,kuru
455,276,word,Pulito,Bressí,Aloo,Gandging,Cana,Bressí,Aloo,Gandging,Cana,,,,,,,J. S. A. Van Dissel,a l o o,a l o o,aloo,g a n d gi n g,j a n d c n j,jandcnj,c a n a,k a n a,kana
456,276,word,Purgare,Ber bau bussúc,Ab<i>o</i>u,Bau,Capau,Ber bau bussúc,Abou,Bau,Capau,,,,,,M--berbau bussúc,,a b ou,a b o:u,abo:u,b au,b a:u,ba:u,c a p au,k a p a:u,kapa:u
457,276,word,Quando,Bila,Hawara,Andigan,Na cuani,Bila,Hawara,Andigan,Na cuani,,,,,,,J. S. A. Van Dissel,h a w a r a,h a w a r a,hawara,a n d i g a n,a n d i j a n,andijan,n a # c u a n i,n a # k u a n i,na kuani
458,276,word,Quanto ?,Brapa,Hauga,Sa diia,Apiha,Brapa,Hauga,Sa diia,Apiha,,,,,,,,h au g a,h a:u j a,ha:uja,s a # d i i a,s a # d i i a,sa diia,a p i h a,a p i x a,apixa
459,276,word,Quasi,Hampir,Ahoto,Siiol,Bapanena,Hampir,Ahoto,Siiol,Bapanena,,,,,,,J. S. A. Van Dissel,a h o t o,a h o t o,ahoto,s i i o l,s i i o l,siiol,b a p a n e n a,b a p a n e n a,bapanena
460,276,word,Quello,Itu,Dae,An,Iò,Itu,Dae,An,Iò,,,,,,,,d ae,d a:e,da:e,a n,a n,an,i ò,i O,iO
461,276,word,Quello,Itu,Dae,I,Iò,Itu,Dae,I,Iò,,,,,,,,d ae,d a:e,da:e,i,i,i,i ò,i O,iO
462,276,word,Questo,Ini,Daa,On,Eà,Ini,Daa,On,Eà,,,,,,,,d a a,d a a,daa,o n,o n,on,e à,e a,ea
463,276,word,Radere,Ciucúr,Tobo,,Mauné,Ciucúr,Tobo,,Mauné,,,,,,,,t o b o,t o b o,tobo,,⁇,⁇,m au n é,m a:u n e,ma:une
464,276,word,Radice,Acar,Wa'a,Urat,Ebà,Acar,Wa'a,Urat,Ebà,,,,,,,,w a ' a,w a ' a,wa'a,u r a t,u r a t,urat,e b à,e b a,eba
465,276,word,Rame,Tambaga,Tambago,Tambaga,Calelea,Tambaga,Tambago,Tambaga,Calelea,,,,,,,,t a m b a g o,t a m b a j o,tambajo,t a m b a g a,t a m b a j a,tambaja,c a l e l e a,k a l e l e a,kalelea
466,276,word,Ramo,Dahan,Daha gheu,Dacca,Eapodia,Dahan,Daha gheu,Dacca,Eapodia,,,,,,,J. S. A. Van Dissel,d a h a # g h e u,d a h a # j h e u,daha jheu,d a cc a,d a k a,daka,e a p o d i a,e a p o d i a,eapodia
467,276,word,Rancore,Atí chicil,D<i>o</i>d<i>o</i> bao,Milas,Chipahua chidèida,Atí chicil,Dodo bao,Milas,Chipahua chidèida,,,,,,M--hati kecil (?),J. S. A. Van Dissel,d o d o # b ao,d o d o # b a:o,dodo ba:o,m i l a s,m i l a s,milas,ch i p a h u a # ch i d è i d a,k i p a h u a # k i d E i d a,kipahua kidEida
468,276,word,Raramente,Giara<i>ng</i>,L<i>o</i> asese,Rac²,Chèoba eabá,Giarang,Lo asese,Rac²,Chèoba eabá,,,,,,,J. S. A. Van Dissel,l o # a s e s e,l o # a s e s e,lo asese,r a c ²,r a k ²,rak²,ch è o b a # e a b á,k E o b a # e a b a,kEoba eaba
469,276,word,Rassomigliarsi,Sama giugá rupa,Fachilichili,Pungu,Panacona,Sama giugá rupa,Fachilichili,Pungu,Panacona,,,,,,,,f a ch i l i ch i l i,f a k i l i k i l i,fakilikili,p u n g u,p u n j u,punju,p a n a c o n a,p a n a k o n a,panakona
470,276,word,Remare,Daiu<i>ng</i>,Fangalucho,Marluga,Eògi,Daiung,Fangalucho,Marluga,Eògi,,,,,,,J. S. A. Van Dissel,f a n g a l u c h o,f a n j a l u k h o,fanjalukho,m a r l u g a,m a r l u j a,marluja,e ò gi,e O c,eOc
471,276,word,Respirare,Menapás,Hanu²,Numosa,Chipòro,Menapás,Hanu²,Numosa,Chipòro,,,,,,,J. S. A. Van Dissel,h a n u ²,h a n u ²,hanu²,n u m o s a,n u m o s a,numosa,ch i p ò r o,k i p O r o,kipOro
472,276,word,Rete da pesci,Giari<i>ng</i> ican,Diala,Duru<i>ng</i>,Ecabuaio,Giaring ican,Diala,Durung,Ecabuaio,,,,,,,,d i a l a,d i a l a,diala,d u r u n g,d u r u n j,durunj,e c a b u ai o,e k a b u a:i o,ekabua:io
473,276,word,Rete da uccelli,Giari<i>ng</i> buro<i>ng</i>,U <i>o</i> zocha,Canto,Ecahaba,Giaring burong,U o zocha,Canto,Ecahaba,,,,,,,J. S. A. Van Dissel,u # o # z o c h a,u # o # z o k h a,u o zokha,c a n t o,k a n t o,kanto,e c a h a b a,e k a h a b a,ekahaba
474,276,word,Ago per accomodare le reti,Giarúm giari<i>ng</i>,,,Eparopa,Giarúm giaring,,,Eparopa,,,,,,,,,⁇,⁇,,⁇,⁇,e p a r o p a,e p a r o p a,eparopa
475,276,word,Ridere,Tertaua,Maigi,Mortata,Eocaha,Tertaua,Maigi,Mortata,Eocaha,,,,,,,,m ai gi,m a:i c,ma:ic,m o r t a t a,m o r t a t a,mortata,e o c a h a,e o k a h a,eokaha
476,276,word,Ridere,Tertaua,Maigi,Mortata,Epaucaha,Tertaua,Maigi,Mortata,Epaucaha,,,,,,,,m ai gi,m a:i c,ma:ic,m o r t a t a,m o r t a t a,mortata,e p au c a h a,e p a:u k a h a,epa:ukaha
477,276,word,Riempire,Bichín penun,Osi,Mangohi,Chifamu,Bichín penun,Osi,Mangohi,Chifamu,,,,,,M--Bichín penuh,J. S. A. Van Dissel,o s i,o s i,osi,m a n g o h i,m a n j o h i,manjohi,ch i f a m u,k i f a m u,kifamu
478,276,word,Riempire,Memenúh,Osi,Mangohi,Chifamu,Memenúh,Osi,Mangohi,Chifamu,,,,,,M--Bichín penuh,J. S. A. Van Dissel,o s i,o s i,osi,m a n g o h i,m a n j o h i,manjohi,ch i f a m u,k i f a m u,kifamu
479,276,word,Ripulire il campo dalle erbe,Mentciabút rumpút,Famácha,Manittitson,Baapia,Mentciabút rumpút,Famácha,Manittitson,Baapia,,,,,,,J. S. A. Van Dissel,f a m á c h a,f a m a k h a,famakha,m a n i t t i t s o n,m a n i t t i t s o n,manittitson,b a a p i a,b a a p i a,baapia
480,276,word,Risalire il fiume,Naèc calí,Lafa oroi,Pahu²,Caha ca belowa,Naèc calí,Lafa oroi,Pahu²,Caha ca belowa,,,,,,,,l a f a # o r o i,l a f a # o r o i,lafa oroi,p a h u ²,p a h u ²,pahu²,c a h a # c a # b e l o w a,k a h a # k a # b e l o w a,kaha ka belowa
481,276,word,Risparmiare,Me<i>ng</i>impán,Faòsi si,,Chichihichi,Mengimpán,Faòsi si,,Chichihichi,,,,,,,,f aò s i # s i,f a:O s i # s i,fa:Osi si,,⁇,⁇,ch i ch i h i ch i,k i k i x i k i,kikixiki
482,276,word,Ritornare,Cumbalí,Mangawuli,Mulah,Chidudua,Cumbalí,Mangawuli,Mulah,Chidudua,,,,,,,,m a n g a w u l i,m a n j a w u l i,manjawuli,m u l a h,m u l a h,mulah,ch i d u d u a,k i d u d u a,kidudua
483,277,word,Ritrovare,Mendapát,Ifuli itema,Mandapót,Pacohà,Mendapát,Ifuli itema,Mandapót,Pacohà,,,,,,GPWR--reciprocal (?),J. S. A. Van Dissel,i f u l i # i t e m a,i f u l i # i t e m a,ifuli itema,m a n d a p ó t,m a n d a p o t,mandapot,p a c o h à,p a k o h a,pakoha
484,277,word,Rompere,Picciá,Afato,Mamongól,Cará,Picciá,Afato,Mamongól,Cará,,,,,,M--pecah,J. S. A. Van Dissel,a f a t o,a f a t o,afato,m a m o n g ó l,m a m o n j o l,mamonjol,c a r á,k a r a,kara
485,277,word,Rosso,Merá,Oio,Rara,Calicòcco,Merá,Oio,Rara,Calicòcco,,,,,,,,o i o,o i o,oio,r a r a,r a r a,rara,c a l i c ò cc o,k a l i k O k o,kalikOko
486,277,word,Rotang,,Ue,Hota<i>ng</i>,Echihi,,Ue,Hotang,Echihi,,,,,,,,u e,u e,ue,h o t a n g,h o t a n j,hotanj,e ch i h i,e k i x i,ekixi
487,277,word,Rovinato,Rusác,,Manegahón,,Rusác,,Manegahón,,,,,,,,,,⁇,⁇,m a n e g a h ó n,m a n e j a h o n,manejahon,,⁇,⁇
488,277,word,Rovinato (franato),,,Matolbac,Chiòha,,,Matolbac,Chiòha,,,,,,,,,⁇,⁇,m a t o l b a c,m a t o l b a k,matolbak,ch i ò h a,k i O h a,kiOha
489,277,word,Rubare,Ciurí,Manag<i>o</i>na<i>go</i>,Mana<i>ng</i>ho,Cabého,Ciurí,Managonago,Manangho,Cabého,,,,,,,,m a n a g o n a g o,m a n a j o n a j o,manajonajo,m a n a n g h o,m a n a n j h o,mananjho,c a b é h o,k a b e h o,kabeho
490,277,word,Saggio,Pandei,Onèche,Guru,Cabahoia,Pandei,Onèche,Guru,Cabahoia,,,,,,,,o n è ch e,o n E k e,onEke,g u r u,j u r u,juru,c a b a h o i a,k a b a h o i a,kabahoia
491,277,word,Sangue,Darát,Do,Mudar,Caachitri,Darát,Do,Mudar,Caachitri,,,,,,,,d o,d o,do,m u d a r,m u d a r,mudar,c a a ch i t r i,k a a k i t r i,kaakitri
492,277,word,Sanguisuga,Lintá,Lita,,Comaù,Lintá,Lita,,Comaù,,,,,,,,l i t a,l i t a,lita,,⁇,⁇,c o m aù,k o m a:u,koma:u
493,277,word,Sapere,Tau,Sangila,Umboto,Pohoiá,Tau,Sangila,Umboto,Pohoiá,,,,,,,J. S. A. Van Dissel,s a n gi l a,s a n c l a,sancla,u m b o t o,u m b o t o,umboto,p o h o i á,p o h o i a,pohoia
494,277,word,Sbadigliare,Me<i>ng</i>a<i>ng</i>a,Meha,Pagiac,Pauápo,Menganga,Meha,Pagiac,Pauápo,,,,,,,,m e h a,m e h a,meha,p a gi a c,p a c a k,pacak,p au á p o,p a:u a p o,pa:uapo
495,277,word,Sbadigliare,Me<i>ng</i>a<i>ng</i>a,Meha,Pagiac,Poapo,Menganga,Meha,Pagiac,Poapo,,,,,,,,m e h a,m e h a,meha,p a gi a c,p a c a k,pacak,p o a p o,p o a p o,poapo
496,277,word,Scacciapensieri,Gi<i>ng</i>a<i>ng</i>,,Saga saga hodon,Ediochéco,Gingang,,Saga saga hodon,Ediochéco,,,,,,,,,⁇,⁇,s a g a # s a g a # h o d o n,s a j a # s a j a # h o d o n,saja saja hodon,e d i o ch é c o,e d i o k e k o,ediokeko
497,277,word,Scaglia,Sisè ican,Huna²,Sisic,Enania,Sisè ican,Huna²,Sisic,Enania,,,,,,,J. S. A. Van Dissel,h u n a ²,h u n a ²,huna²,s i s i c,s i s i k,sisik,e n a n i a,e n a n i a,enania
498,277,word,Scala,Tanga,Ora,Tanga,Ehèa,Tanga,Ora,Tanga,Ehèa,,,,,,,J. S. A. Van Dissel,o r a,o r a,ora,t a n g a,t a n j a,tanja,e h è a,e h E a,ehEa
499,277,word,Scemo,Bodo,Ab<i>o</i>low<i>o</i>ch<i>o</i>,Oto,Caparebahu,Bodo,Abolowocho,Oto,Caparebahu,,,,,,,J. S. A. Van Dissel,a b o l o w o c h o,a b o l o w o k h o,abolowokho,o t o,o t o,oto,c a p a r e b a h u,k a p a r e b a h u,kaparebahu
500,277,word,Scendere,Turun,Milo tou,Tuwat,Ahitòpo,Turun,Milo tou,Tuwat,Ahitòpo,,,,,,,,m i l o # t ou,m i l o # t o:u,milo to:u,t u w a t,t u w a t,tuwat,a h i t ò p o,a h i t O p o,ahitOpo
501,277,word,Scendere,Turun,Milo tou,Midgiur,Ahitòpo,Turun,Milo tou,Midgiur,Ahitòpo,,,,,,,,m i l o # t ou,m i l o # t o:u,milo to:u,m i d gi u r,m i d c u r,midcur,a h i t ò p o,a h i t O p o,ahitOpo
502,277,word,Scheletro,Tulang tulang,Boto zi máte,Ra<i>ng</i>²,Eadia,Tulang tulang,Boto zi máte,Rang²,Eadia,,,,,,,J. S. A. Van Dissel,b o t o # z i # m á t e,b o t o # z i # m a t e,boto zi mate,r a n g ²,r a n j ²,ranj²,e a d i a,e a d i a,eadia
503,277,word,Scherzare,Main,Fawude,Margait,Baitara,Main,Fawude,Margait,Baitara,,,,,,,J. S. A. Van Dissel,f a w u d e,f a w u d e,fawude,m a r g ai t,m a r j a:i t,marja:it,b ai t a r a,b a:i t a r a,ba:itara
504,277,word,Scherzare,Main,Fawude,Margait,Moco pamehena,Main,Fawude,Margait,Moco pamehena,,,,,,,J. S. A. Van Dissel,f a w u d e,f a w u d e,fawude,m a r g ai t,m a r j a:i t,marja:it,m o c o # p a m e h e n a,m o k o # p a m e h e n a,moko pamehena
505,277,word,Scoglio,Carang,Gowe,Batu,Eea,Carang,Gowe,Batu,Eea,,,,,,,J. S. A. Van Dissel,g o w e,j o w e,jowe,b a t u,b a t u,batu,e e a,e e a,eea
506,277,word,Scongiuro,Pembua<i>ng</i>an setan,Faetósa,Mahusaem,Ehabédo,Pembuangan setan,Faetósa,Mahusaem,Ehabédo,,,,,,,,f ae t ó s a,f a:e t o s a,fa:etosa,m a h u s ae m,m a h u s a:e m,mahusa:em,e h a b é d o,e h a b e d o,ehabedo
507,277,word,Se,Calò,Na,Olo,Hio,Calò,Na,Olo,Hio,,,,,,,,n a,n a,na,o l o,o l o,olo,h i o,h i o,hio
508,277,word,Secco,Crin,Odufodufo,Has,Caachihi,Crin,Odufodufo,Has,Caachihi,,,,,,,J. S. A. Van Dissel,o d u f o d u f o,o d u f o d u f o,odufodufo,h a s,h a s,has,c a a ch i h i,k a a k i x i,kaakixi
509,277,word,Secco,Crin,Odufodufo,Hora,Caachihi,Crin,Odufodufo,Hora,Caachihi,,,,,,,J. S. A. Van Dissel,o d u f o d u f o,o d u f o d u f o,odufodufo,h o r a,h o r a,hora,c a a ch i h i,k a a k i x i,kaakixi
510,277,word,Sedersi,Dudò,Dadaau,Hundul,Ehècu,Dudò,Dadaau,Hundul,Ehècu,,,,,,M--duduk,,d a d a au,d a d a a:u,dadaa:u,h u n d u l,h u n d u l,hundul,e h è c u,e h E k u,ehEku
511,277,word,Seguire,Turut,Oo,Manghihutton,Aioo,Turut,Oo,Manghihutton,Aioo,,,,,,,J. S. A. Van Dissel,o o,o o,oo,m a n g h i h u t t o n,m a n j h i x u t t o n,manjhixutton,ai o o,a:i o o,a:ioo
512,277,word,Seguire,Icut,Oo,Manghihutton,Aioo,Icut,Oo,Manghihutton,Aioo,,,,,,,J. S. A. Van Dissel,o o,o o,oo,m a n g h i h u t t o n,m a n j h i x u t t o n,manjhixutton,ai o o,a:i o o,a:ioo
513,277,word,Sempre,Salalu,Gofuheza,Sai,Bodo,Salalu,Gofuheza,Sai,Bodo,,,,,,,J. S. A. Van Dissel,g o f u h e z a,j o f u h e z a,jofuheza,s ai,s a:i,sa:i,b o d o,b o d o,bodo
514,277,word,Sentire,Me rasa sacchè,Af<i>o</i>ch<i>o</i>,Malla,Chèoba iaua,Me rasa sacchè,Afocho,Malla,Chèoba iaua,,,,,,M--merasa sacchè,J. S. A. Van Dissel,a f o c h o,a f o k h o,afokho,m a l l a,m a l l a,malla,ch è o b a # i au a,k E o b a # i a:u a,kEoba ia:ua
515,277,word,Sera,Petang,Owi,Na bot,Nama huma,Petang,Owi,Na bot,Nama huma,,,,,,,J. S. A. Van Dissel,o w i,o w i,owi,n a # b o t,n a # b o t,na bot,n a m a # h u m a,n a m a # h u m a,nama huma
516,277,word,Sete,Dahaga,Aw<i>o</i>chi d<i>o</i>d<i>o</i>,Manguwas,Echihoa,Dahaga,Awochi dodo,Manguwas,Echihoa,,,,,,,J. S. A. Van Dissel,a w o ch i # d o d o,a w o k i # d o d o,awoki dodo,m a n g u w a s,m a n j u w a s,manjuwas,e ch i h o a,e k i x o a,ekixoa
517,277,word,Sete,Haus,Aw<i>o</i>chi d<i>o</i>d<i>o</i>,Manguwas,Echihoa,Haus,Awochi dodo,Manguwas,Echihoa,,,,,,,J. S. A. Van Dissel,a w o ch i # d o d o,a w o k i # d o d o,awoki dodo,m a n g u w a s,m a n j u w a s,manjuwas,e ch i h o a,e k i x o a,ekixoa
518,277,word,Sì,Ia,E,Olo,Ò,Ia,E,Olo,Ò,,,,,,,,e,e,e,o l o,o l o,olo,ò,O,O
519,277,word,Simile,Sama giugá,Simané,So<i>ng</i>on,Panacona,Sama giugá,Simané,Songon,Panacona,,,,,,GPWR--Reciprocal (?),,s i m a n é,s i m a n e,simane,s o n g o n,s o n j o n,sonjon,p a n a c o n a,p a n a k o n a,panakona
520,277,word,Sinistra,Chirí,Gambera,Hambirang,Eèpe,Chirí,Gambera,Hambirang,Eèpe,,,,,,,J. S. A. Van Dissel,g a m b e r a,j a m b e r a,jambera,h a m b i r a n g,h a m b i r a n j,hambiranj,e è p e,e E p e,eEpe
521,277,word,Si può andare,Bolè pighí,Tola latoro,Ra lao,Uahapè,Bolè pighí,Tola latoro,Ra lao,Uahapè,,,,,,,J. S. A. Van Dissel,t o l a # l a t o r o,t o l a # l a t o r o,tola latoro,r a # l ao,r a # l a:o,ra la:o,u a h a p è,u a h a p E,uahapE
522,277,word,Sole,Mata ari,Lúo,Mata ni ari,Bacacaho,Mata ari,Lúo,Mata ni ari,Bacacaho,,,,,,,J. S. A. Van Dissel,l ú o,l u o,luo,m a t a # n i # a r i,m a t a # n i # a r i,mata ni ari,b a c a c a h o,b a k a k a h o,bakakaho
523,277,word,Soltanto,Sa hagia,Ha,Tombal,Eia,Sa hagia,Ha,Tombal,Eia,,,,,,,J. S. A. Van Dissel,h a,h a,ha,t o m b a l,t o m b a l,tombal,ei a,e:i a,e:ia
524,277,word,Somigliare,Be rupa sama,,,Panacona,Be rupa sama,,,Panacona,,,,,,GPWR--Reciprocal (?),,,⁇,⁇,,⁇,⁇,p a n a c o n a,p a n a k o n a,panakona
525,277,word,Somigliare,Be rupa sama,,,Panacona,Be rupa sama,,,Panacona,,,,,,M--berupa sama,,,⁇,⁇,,⁇,⁇,p a n a c o n a,p a n a k o n a,panakona
526,277,word,Sopracciglio,Cheni<i>ng</i>,,Salibon,Ecufele baca,Chening,,Salibon,Ecufele baca,,,,,,,J. S. A. Van Dissel,,⁇,⁇,s a l i b o n,s a l i b o n,salibon,e c u f e l e # b a c a,e k u f e l e # b a k a,ekufele baka
527,277,word,Sordo,Peca,Afiso,Ne<i>ng</i>el,Capihoro,Peca,Afiso,Nengel,Capihoro,,,,,,,J. S. A. Van Dissel,a f i s o,a f i s o,afiso,n e n g e l,n e n j e l,nenjel,c a p i h o r o,k a p i x o r o,kapixoro
528,278,word,Sorella,Sudára prampuán,Talifus<i>o</i> alawe,Iboto,Eaha ehòda,Sudára prampuán,Talifuso alawe,Iboto,Eaha ehòda,,,,,,,,t a l i f u s o # a l a w e,t a l i f u s o # a l a w e,talifuso alawe,i b o t o,i b o t o,iboto,e a h a # e h ò d a,e a h a # e h O d a,eaha ehOda
529,278,word,Sorella,Sudára prampuán,Talifus<i>o</i> alawe,"Haha<rm=""maggiore"">",Eaha ehòda,Sudára prampuán,Talifuso alawe,Haha,Eaha ehòda,,,maggiore,,,,,t a l i f u s o # a l a w e,t a l i f u s o # a l a w e,talifuso alawe,h a h a,h a h a,haha,e a h a # e h ò d a,e a h a # e h O d a,eaha ehOda
530,278,word,Sorella,Sudára prampuán,Talifus<i>o</i> alawe,"Anghi<rm=""minore"">",Eaha ehòda,Sudára prampuán,Talifuso alawe,Anghi,Eaha ehòda,,,minore,,,,,t a l i f u s o # a l a w e,t a l i f u s o # a l a w e,talifuso alawe,a n g h i,a n j h i,anjhi,e a h a # e h ò d a,e a h a # e h O d a,eaha ehOda
531,278,word,Sospendere,Gantó<i>ng</i>,Tawi²,Gantu<i>ng</i>,Paraia,Gantóng,Tawi²,Gantung,Paraia,,,,,,GPWR--Reciprocal (?),,t a w i ²,t a w i ²,tawi²,g a n t u n g,j a n t u n j,jantunj,p a r ai a,p a r a:i a,para:ia
532,278,word,Spalla,Bahu,Alisi,Abara,Ami²,Bahu,Alisi,Abara,Ami²,,,,,,,J. S. A. Van Dissel,a l i s i,a l i s i,alisi,a b a r a,a b a r a,abara,a m i ²,a m i ²,ami²
533,278,word,Spazzare,Sapú,Bezini,Mangapusi,Ehoari,Sapú,Bezini,Mangapusi,Ehoari,,,,,,,J. S. A. Van Dissel,b e z i n i,b e z i n i,bezini,m a n g a p u s i,m a n j a p u s i,manjapusi,e h o a r i,e h o a r i,ehoari
534,278,word,Spazzatura,Sapuán,Sasáo,Te,Chèlo²,Sapuán,Sasáo,Te,Chèlo²,,,,,,,J. S. A. Van Dissel,s a s á o,s a s a o,sasao,t e,t e,te,ch è l o ²,k E l o ²,kElo²
535,278,word,Speranza,Haráp,Faotona,,Ahecù,Haráp,Faotona,,Ahecù,,,,,,,,f ao t o n a,f a:o t o n a,fa:otona,,⁇,⁇,a h e c ù,a h e k u,aheku
536,278,word,Spirito,Antú,Bèchu,Begu,Ecoè,Antú,Bèchu,Begu,Ecoè,,,,,,,J. S. A. Van Dissel,b è c h u,b E k h u,bEkhu,b e g u,b e j u,beju,e c o è,e k o E,ekoE
537,278,word,Sposare,Cawín,Fangowálu,Sappur,Pahona,Cawín,Fangowálu,Sappur,Pahona,,,,,,,,f a n g o w á l u,f a n j o w a l u,fanjowalu,s a p p u r,s a p p u r,sappur,p a h o n a,p a h o n a,pahona
538,278,word,Sputare,Meludáh,Menghedilo,Marsitidgiur,Aheito,Meludáh,Menghedilo,Marsitidgiur,Aheito,,,,,,,,m e n g h e d i l o,m e n j h e d i l o,menjhedilo,m a r s i t i d gi u r,m a r s i t i d c u r,marsitidcur,a h ei t o,a h e:i t o,ahe:ito
539,278,word,Stancarsi,Paiá,Erege d<i>o</i>d<i>o</i>,Pajah,Capiaca,Paiá,Erege dodo,Pajah,Capiaca,,,,,,,,e r e g e # d o d o,e r e j e # d o d o,ereje dodo,p a j a h,p a j a h,pajah,c a p i a c a,k a p i a k a,kapiaka
540,278,word,Star seduto,Berdudo Bintáng,Mudadao D<i>o</i>fi,Morsonggopan Bittang,Ahecu Cahomimi,Berdudo Bintáng,Mudadao Dofi,Morsonggopan Bittang,Ahecu Cahomimi,,,,,,M--berduduk bintáng (?),J. S. A. Van Dissel,m u d a d ao # d o f i,m u d a d a:o # d o f i,mudada:o dofi,m o r s o n g g o p a n # b i t t a n g,m o r s o n j j o p a n # b i t t a n j,morsonjjopan bittanj,a h e c u # c a h o m i m i,a h e k u # k a h o m i m i,aheku kahomimi
541,278,word,Stracciare,Mentciaríc,Manica,Suwac,Capica,Mentciaríc,Manica,Suwac,Capica,,,,,,,J. S. A. Van Dissel,m a n i c a,m a n i k a,manika,s u w a c,s u w a k,suwak,c a p i c a,k a p i k a,kapika
542,278,word,Strada,Gialán,Lala,Dalan,Ecò,Gialán,Lala,Dalan,Ecò,,,,,,"I--<pos=""noun"">",J. S. A. Van Dissel,l a l a,l a l a,lala,d a l a n,d a l a n,dalan,e c ò,e k O,ekO
543,278,word,Stranutire,Bersín,Baho,Barsi,Eapacu,Bersín,Baho,Barsi,Eapacu,,,,,,,J. S. A. Van Dissel,b a h o,b a h o,baho,b a r s i,b a r s i,barsi,e a p a c u,e a p a k u,eapaku
544,278,word,Stregato dal diavolo,Chená giin,Nifachico,Manginsona,Enocuè,Chená giin,Nifachico,Manginsona,Enocuè,,,,,,,,n i f a ch i c o,n i f a k i k o,nifakiko,m a n gi n s o n a,m a n c n s o n a,mancnsona,e n o c u è,e n o k u E,enokuE
545,278,word,Stritolare,Túmbuc,Muta,Mangulatac,Bachechè,Túmbuc,Muta,Mangulatac,Bachechè,,,,,,,J. S. A. Van Dissel,m u t a,m u t a,muta,m a n g u l a t a c,m a n j u l a t a k,manjulatak,b a ch e ch è,b a k e k E,bakekE
546,278,word,Stupirsi,Heirán,D<i>o</i>d<i>o</i> mate,,Eachidà,Heirán,Dodo mate,,Eachidà,,,,,,,,d o d o # m a t e,d o d o # m a t e,dodo mate,,⁇,⁇,e a ch i d à,e a k i d a,eakida
547,278,word,Subito,Sebentár,Dania,Tocchinnai,Paniha,Sebentár,Dania,Tocchinnai,Paniha,,,,,,GPWR--Reciprocal (?),,d a n i a,d a n i a,dania,t o c ch i n n ai,t o k k i n n a:i,tokkinna:i,p a n i h a,p a n i x a,panixa
548,278,word,Suo,Dia púnia,Nia,,Eharudia,Dia púnia,Nia,,Eharudia,,,,,,,,n i a,n i a,nia,,⁇,⁇,e h a r u d i a,e h a r u d i a,eharudia
549,278,word,Superfluo,Limpah,L<i>o</i>ra,,Echienia,Limpah,Lora,,Echienia,,,,,,,,l o r a,l o r a,lora,,⁇,⁇,e ch i e n i a,e k i e n i a,ekienia
550,278,word,Svegliarsi,Bangún,,Tarsungul,Baharo,Bangún,,Tarsungul,Baharo,,,,,,,,,⁇,⁇,t a r s u n g u l,t a r s u n j u l,tarsunjul,b a h a r o,b a h a r o,baharo
551,278,word,Tagliare,Poton,Laforo,Manangoi,Huca,Poton,Laforo,Manangoi,Huca,,,,,,,J. S. A. Van Dissel,l a f o r o,l a f o r o,laforo,m a n a n g o i,m a n a n j o i,mananjoi,h u c a,h u k a,huka
552,278,word,Tagliar barba,Ciucur,Laforo gambi,,Moonè,Ciucur,Laforo gambi,,Moonè,,,,,,,,l a f o r o # g a m b i,l a f o r o # j a m b i,laforo jambi,,⁇,⁇,m o o n è,m o o n E,moonE
553,278,word,Tagliar boschi,Poton rimbu,Fanaba,,Eápia,Poton rimbu,Fanaba,,Eápia,,,,,,,,f a n a b a,f a n a b a,fanaba,,⁇,⁇,e á p i a,e a p i a,eapia
